Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS
Date,,,,,,
2023-10-03,920.1720581054688,925.2999877929688,928.25,916.0499877929688,918.25,4338272
2023-10-04,919.1278686523438,924.25,925.9500122070312,918.2999877929688,918.2999877929688,5603669
2023-10-05,923.702392578125,928.8499755859375,929.5999755859375,919.4000244140625,925.0499877929688,7063132
2023-10-06,920.9179077148438,926.0499877929688,929.2000122070312,924.2999877929688,929.2000122070312,2420855
2023-10-09,919.4262084960938,924.5499877929688,928.0499877929688,916.5499877929688,918.0,2248103
2023-10-10,943.0942993164062,948.3499755859375,954.0499877929688,921.0499877929688,924.5499877929688,7897875
2023-10-11,950.3041381835938,955.5999755859375,956.7999877929688,948.0,948.5,5645289
2023-10-12,945.0831909179688,950.3499755859375,956.7999877929688,947.0,955.5999755859375,5544735
2023-10-13,948.9119262695312,954.2000122070312,955.9500122070312,946.2999877929688,946.2999877929688,4421671
2023-10-16,941.3042602539062,946.5499877929688,958.75,943.8499755859375,957.9500122070312,1881721
2023-10-17,948.364990234375,953.6500244140625,960.25,946.0,946.5499877929688,3863410
2023-10-18,947.5693359375,952.8499755859375,958.9000244140625,950.6500244140625,953.0,2334392
2023-10-19,937.7242431640625,942.9500122070312,951.2999877929688,941.3499755859375,945.7999877929688,4306963
2023-10-20,939.9617919921875,945.2000122070312,947.5,937.0,937.7999877929688,3125104
2023-10-23,934.094482421875,939.2999877929688,949.0999755859375,937.0,941.5999755859375,2180066
2023-10-25,917.4869995117188,922.5999755859375,939.6500244140625,919.0,924.5999755859375,6365249
2023-10-26,900.4818115234375,905.5,924.5999755859375,900.0499877929688,921.6500244140625,6595332
2023-10-27,909.5313110351562,914.5999755859375,918.4000244140625,906.4500122070312,910.75,3508393
2023-10-30,921.1168212890625,926.25,931.9500122070312,910.3499755859375,914.7999877929688,3686768
2023-10-31,909.33251953125,914.4000244140625,923.5499877929688,912.4000244140625,920.2999877929688,5697563
2023-11-01,908.3877563476562,913.4500122070312,914.5499877929688,895.4500122070312,903.0,4821458
2023-11-02,918.7301025390625,923.8499755859375,925.9500122070312,916.4000244140625,920.0,6611573
2023-11-03,925.5918579101562,930.75,933.7000122070312,922.2000122070312,925.0,3895154
2023-11-06,933.9950561523438,939.2000122070312,940.7000122070312,930.0,934.2000122070312,2760800
2023-11-07,931.9564208984375,937.1500244140625,938.9500122070312,932.4500122070312,936.0499877929688,3616946
2023-11-08,931.55859375,936.75,941.7999877929688,934.4000244140625,941.7999877929688,1808553
2023-11-09,927.1829833984375,932.3499755859375,937.2999877929688,930.5499877929688,936.75,3914416
2023-11-10,930.3155517578125,935.5,937.0,929.0,929.0,1345614
2023-11-13,929.8182983398438,935.0,940.2999877929688,933.7999877929688,938.0,1656368
2023-11-15,944.7351684570312,950.0,952.7000122070312,936.2000122070312,948.0,4816316
2023-11-16,944.2876586914062,949.5499877929688,953.9000244140625,943.25,949.0,5310736
2023-11-17,942.0501098632812,947.2999877929688,954.0,946.0,948.7999877929688,3249469
2023-11-20,956.072021484375,961.4000244140625,964.2999877929688,941.9500122070312,949.0,4646962
2023-11-21,965.4696044921875,970.8499755859375,976.3499755859375,961.0,967.0,5704644
2023-11-22,964.375732421875,969.75,976.2999877929688,965.9500122070312,974.2999877929688,3309732
2023-11-23,971.2374877929688,976.6500244140625,981.0,963.7000122070312,970.0,2749555
2023-11-24,967.7568969726562,973.1500244140625,977.1500244140625,971.0,975.0,2322104
2023-11-28,979.4417724609375,984.9000244140625,988.0,971.2000122070312,974.0499877929688,5096984
2023-11-29,989.8836059570312,995.4000244140625,1007.0999755859375,990.9500122070312,995.9000244140625,5647918
