Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS
Date,,,,,,
2023-10-03,3185.82568359375,3196.25,3212.5,3114.39990234375,3148.800048828125,1007308
2023-10-04,3156.322021484375,3166.64990234375,3205.0,3151.0,3186.0,486969
2023-10-05,3206.009521484375,3216.5,3231.0,3165.0,3173.89990234375,1109881
2023-10-06,3298.955322265625,3309.75,3319.800048828125,3221.10009765625,3230.0,1102120
2023-10-09,3256.84326171875,3267.5,3296.0,3249.050048828125,3294.699951171875,822467
2023-10-10,3258.53759765625,3269.199951171875,3299.199951171875,3259.300048828125,3295.0,633934
2023-10-11,3269.80078125,3280.5,3296.0,3264.0,3289.699951171875,546575
2023-10-12,3274.2861328125,3285.0,3295.050048828125,3262.60009765625,3292.0,429096
2023-10-13,3273.040283203125,3283.75,3307.0,3266.550048828125,3285.0,920545
2023-10-16,3290.632568359375,3301.39990234375,3329.0,3275.0,3284.0,778014
2023-10-17,3297.65966796875,3308.449951171875,3328.449951171875,3304.10009765625,3317.949951171875,584625
2023-10-18,3272.04345703125,3282.75,3324.14990234375,3277.5,3309.199951171875,324535
2023-10-19,3273.937255859375,3284.64990234375,3300.949951171875,3239.0,3270.0,698767
2023-10-20,3255.54736328125,3266.199951171875,3291.5,3244.0,3272.64990234375,657550
2023-10-23,3209.2490234375,3219.75,3274.949951171875,3209.699951171875,3246.199951171875,566920
2023-10-25,3177.453125,3187.85009765625,3236.300048828125,3179.0,3216.0,762466
2023-10-26,3090.68701171875,3100.800048828125,3189.89990234375,3092.050048828125,3160.35009765625,1124281
2023-10-27,3110.52197265625,3120.699951171875,3138.75,3087.25,3095.10009765625,1050608
2023-10-30,3106.285888671875,3116.449951171875,3121.949951171875,3075.0,3105.0,802316
2023-10-31,3179.2470703125,3189.64990234375,3205.800048828125,3087.85009765625,3119.60009765625,1235478
2023-11-01,3163.050048828125,3173.39990234375,3212.89990234375,3168.35009765625,3193.85009765625,756820
2023-11-02,3191.05859375,3201.5,3228.5,3180.0,3200.0,774180
2023-11-03,3263.8203125,3274.5,3288.0,3205.050048828125,3205.14990234375,1355614
2023-11-06,3256.394775390625,3267.050048828125,3310.0,3245.300048828125,3310.0,1137606
2023-11-07,3259.534423828125,3270.199951171875,3286.449951171875,3250.199951171875,3274.0,433992
2023-11-08,3301.048583984375,3311.85009765625,3323.800048828125,3272.199951171875,3289.0,632305
2023-11-09,3273.040283203125,3283.75,3320.949951171875,3274.64990234375,3320.949951171875,1317398
2023-11-10,3245.729736328125,3256.35009765625,3274.949951171875,3223.0,3263.050048828125,1170763
2023-11-13,3254.102294921875,3264.75,3278.35009765625,3250.60009765625,3275.0,275538
2023-11-15,3285.200439453125,3295.949951171875,3300.89990234375,3260.75,3275.25,747863
2023-11-16,3325.06982421875,3335.949951171875,3358.0,3259.25,3295.39990234375,1055389
2023-11-17,3327.960693359375,3338.85009765625,3366.0,3326.699951171875,3339.0,633405
2023-11-20,3334.937744140625,3345.85009765625,3353.949951171875,3312.25,3338.0,497379
2023-11-21,3383.379150390625,3394.449951171875,3401.75,3355.10009765625,3365.0,1038863
2023-11-22,3418.663818359375,3429.85009765625,3435.0,3396.050048828125,3400.0,980779
2023-11-23,3397.28369140625,3408.39990234375,3441.949951171875,3396.300048828125,3433.89990234375,517362
2023-11-24,3385.87109375,3396.949951171875,3419.10009765625,3382.550048828125,3406.0,589530
2023-11-28,3431.172607421875,3442.39990234375,3445.949951171875,3397.35009765625,3417.949951171875,733524
2023-11-29,3418.115478515625,3429.300048828125,3473.85009765625,3424.0,3473.85009765625,819200
