Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GRASIM.NS,GRASIM.NS,GRASIM.NS,GRASIM.NS,GRASIM.NS,GRASIM.NS
Date,,,,,,
2023-10-03,1906.5137939453125,1913.8402099609375,1931.3206787109375,1899.0987548828125,1920.4638671875,596037
2023-10-04,1881.11279296875,1888.341552734375,1902.435546875,1869.615966796875,1898.451416015625,693152
2023-10-05,1875.4571533203125,1882.6641845703125,1901.439453125,1873.5504150390625,1889.5865478515625,549055
2023-10-06,1888.5048828125,1895.7620849609375,1898.351806640625,1882.5147705078125,1882.6143798828125,402950
2023-10-09,1874.3160400390625,1881.5186767578125,1889.387451171875,1867.6737060546875,1882.5645751953125,347299
2023-10-10,1903.983642578125,1911.30029296875,1914.885986328125,1879.028564453125,1885.4530029296875,358738
2023-10-11,1964.7078857421875,1972.2579345703125,1974.548828125,1915.981689453125,1928.28271484375,914364
2023-10-12,1986.2391357421875,1993.8719482421875,2013.991943359375,1959.060302734375,1983.01513671875,2108772
2023-10-13,1967.1883544921875,1974.7479248046875,1992.7762451171875,1966.5306396484375,1988.045166015625,307670
2023-10-16,1958.3575439453125,1965.8831787109375,1992.0791015625,1950.245361328125,1974.7479248046875,668313
2023-10-17,1959.101806640625,1966.6302490234375,2012.1492919921875,1950.295166015625,1992.0791015625,1316588
2023-10-18,1940.4974365234375,1947.9544677734375,1983.06494140625,1943.273193359375,1962.2974853515625,585260
2023-10-19,1960.3421630859375,1967.8753662109375,1971.0128173828125,1920.1650390625,1944.3189697265625,712810
2023-10-20,1931.22021484375,1938.6416015625,1969.319580078125,1931.6693115234375,1964.58837890625,491975
2023-10-23,1887.9591064453125,1895.2142333984375,1931.5198974609375,1877.5345458984375,1931.5198974609375,878203
2023-10-25,1862.8558349609375,1870.014404296875,1912.4456787109375,1861.548095703125,1893.57080078125,738333
2023-10-26,1835.1727294921875,1842.2249755859375,1866.578125,1832.2645263671875,1859.7054443359375,1141085
2023-10-27,1841.5726318359375,1848.6494140625,1862.5938720703125,1842.772705078125,1849.6951904296875,289530
2023-10-30,1864.1953125,1871.359130859375,1874.84521484375,1820.81005859375,1848.6494140625,514528
2023-10-31,1872.033935546875,1879.227783203125,1884.45703125,1857.61376953125,1872.6539306640625,291175
2023-11-01,1854.0250244140625,1861.149658203125,1889.487060546875,1854.0279541015625,1886.4989013671875,349005
2023-11-02,1882.998046875,1890.2340087890625,1893.42138671875,1871.209716796875,1871.209716796875,322032
2023-11-03,1881.4600830078125,1888.690185546875,1907.415771484375,1882.86328125,1895.9613037109375,234555
2023-11-06,1903.78515625,1911.10107421875,1928.88037109375,1888.690185546875,1894.5667724609375,292296
2023-11-07,1906.613037109375,1913.9398193359375,1922.3065185546875,1904.4774169921875,1912.3958740234375,223028
2023-11-08,1918.8173828125,1926.1910400390625,1935.3048095703125,1912.3958740234375,1921.3602294921875,427257
2023-11-09,1919.95849609375,1927.3365478515625,1936.8486328125,1922.3563232421875,1929.72705078125,289965
2023-11-10,1927.896240234375,1935.3048095703125,1940.0858154296875,1913.5911865234375,1922.4061279296875,193655
2023-11-13,1913.856201171875,1921.2108154296875,1938.193359375,1914.387939453125,1938.193359375,214186
2023-11-15,1928.8388671875,1936.2510986328125,1956.5205078125,1927.3365478515625,1939.2889404296875,972167
2023-11-16,1927.4993896484375,1934.9063720703125,1947.10791015625,1906.270263671875,1941.978271484375,954513
2023-11-17,1955.232177734375,1962.7457275390625,1975.7440185546875,1932.665283203125,1933.362548828125,849407
2023-11-20,1956.968505859375,1964.48876953125,1970.3155517578125,1945.3648681640625,1963.79150390625,287305
2023-11-21,1962.0784912109375,1969.618408203125,1980.1265869140625,1961.201904296875,1964.83740234375,317975
2023-11-22,1958.7545166015625,1966.2816162109375,1977.038818359375,1950.992431640625,1971.9591064453125,315125
2023-11-23,1941.688232421875,1949.1497802734375,1976.2420654296875,1943.6715087890625,1976.2420654296875,437448
2023-11-24,1934.2464599609375,1941.679443359375,1961.6500244140625,1937.7451171875,1956.1220703125,168686
2023-11-28,1960.5404052734375,1968.074462890625,1979.130615234375,1945.5142822265625,1955.2255859375,699089
2023-11-29,1987.6778564453125,1995.316162109375,2001.04345703125,1973.2041015625,1980.2261962890625,824220
