Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS,ASIANPAINT.NS
Date,,,,,,
2023-10-03,3125.679443359375,3166.85009765625,3227.800048828125,3162.0,3166.10009765625,1219145
2023-10-04,3128.689697265625,3169.89990234375,3189.0,3151.35009765625,3164.949951171875,892584
2023-10-05,3164.567138671875,3206.25,3232.10009765625,3174.300048828125,3210.0,1002610
2023-10-06,3154.20361328125,3195.75,3217.0,3190.0,3214.75,814257
2023-10-09,3111.812255859375,3152.800048828125,3163.0,3132.699951171875,3140.050048828125,700012
2023-10-10,3110.529052734375,3151.5,3164.89990234375,3140.050048828125,3150.0,847367
2023-10-11,3122.767578125,3163.89990234375,3185.0,3152.050048828125,3169.0,1025317
2023-10-12,3118.030029296875,3159.10009765625,3188.5,3150.050048828125,3186.0,992531
2023-10-13,3107.864013671875,3148.800048828125,3172.0,3128.25,3150.0,854688
2023-10-16,3071.591796875,3112.050048828125,3128.0,3096.10009765625,3124.0,853011
2023-10-17,3073.072265625,3113.550048828125,3137.0,3091.800048828125,3137.0,792640
2023-10-18,3056.194580078125,3096.449951171875,3115.199951171875,3090.0,3110.0,481985
2023-10-19,3061.47509765625,3101.800048828125,3110.89990234375,3076.10009765625,3087.699951171875,568124
2023-10-20,3065.47265625,3105.85009765625,3115.10009765625,3064.550048828125,3092.5,711434
2023-10-23,3032.062255859375,3072.0,3108.89990234375,3064.0,3096.050048828125,374476
2023-10-25,3021.008056640625,3060.800048828125,3108.0,3052.0,3093.39990234375,669290
2023-10-26,2921.81494140625,2960.300048828125,3055.0,2940.0,3051.10009765625,1834111
2023-10-27,2916.7314453125,2955.14990234375,2974.64990234375,2931.0,2932.800048828125,1708185
2023-10-30,2928.5263671875,2967.10009765625,2991.949951171875,2939.10009765625,2974.0,878885
2023-10-31,2956.75439453125,2995.699951171875,3012.75,2966.0,2969.0,1152306
2023-11-01,2896.3994140625,2934.550048828125,3008.89990234375,2930.0,2997.949951171875,1029990
2023-11-02,2916.97802734375,2955.39990234375,2962.0,2934.0,2961.050048828125,900125
2023-11-03,2944.267333984375,2977.85009765625,2982.89990234375,2942.0,2957.0,715997
2023-11-06,2995.136962890625,3029.300048828125,3034.050048828125,2983.85009765625,2998.0,620959
2023-11-07,2999.141357421875,3033.35009765625,3038.949951171875,3002.199951171875,3029.300048828125,757998
2023-11-08,3060.34326171875,3095.25,3098.949951171875,3046.199951171875,3058.0,783400
2023-11-09,3045.462646484375,3080.199951171875,3111.39990234375,3074.050048828125,3100.0,849702
2023-11-10,3041.755126953125,3076.449951171875,3085.0,3040.10009765625,3070.0,364232
2023-11-13,3050.802001953125,3085.60009765625,3098.0,3065.0,3098.0,405941
2023-11-15,3081.056884765625,3116.199951171875,3118.85009765625,3078.699951171875,3085.699951171875,700017
2023-11-16,3094.998046875,3130.300048828125,3140.89990234375,3097.60009765625,3119.0,675454
2023-11-17,3133.16259765625,3168.89990234375,3228.25,3145.64990234375,3150.0,1430175
2023-11-20,3104.9345703125,3140.35009765625,3171.89990234375,3132.0,3168.89990234375,406431
2023-11-21,3097.91455078125,3133.25,3156.89990234375,3127.0,3156.89990234375,409069
2023-11-22,3097.66748046875,3133.0,3157.0,3121.199951171875,3140.0,489889
2023-11-23,3087.730712890625,3122.949951171875,3171.39990234375,3115.14990234375,3148.0,792460
2023-11-24,3100.78173828125,3136.14990234375,3139.800048828125,3111.0,3118.0,756329
2023-11-28,3112.84423828125,3148.35009765625,3160.0,3136.14990234375,3141.14990234375,647883
2023-11-29,3112.84423828125,3148.35009765625,3170.0,3142.0,3148.35009765625,620725
