Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS
Date,,,,,,
2023-10-03,157.91700744628906,170.6750030517578,174.60000610351562,170.4250030517578,174.25,10514554
2023-10-04,157.91700744628906,170.6750030517578,172.47500610351562,169.77499389648438,170.6750030517578,6049760
2023-10-05,159.35116577148438,172.22500610351562,173.875,171.39999389648438,172.75,7115506
2023-10-06,160.62338256835938,173.60000610351562,174.5,172.0,172.5,3717076
2023-10-09,157.29246520996094,170.0,170.8249969482422,168.0749969482422,170.5,8740080
2023-10-10,157.47752380371094,170.1999969482422,171.3000030517578,169.60000610351562,170.02499389648438,3572978
2023-10-11,158.47215270996094,171.27499389648438,172.64999389648438,170.75,171.10000610351562,4799512
2023-10-12,161.3173065185547,174.35000610351562,175.1750030517578,172.02499389648438,172.4499969482422,7703802
2023-10-13,160.8546905517578,173.85000610351562,175.3000030517578,173.52499389648438,173.5500030517578,3981804
2023-10-16,160.64651489257812,173.625,174.22500610351562,171.0,172.5,3262470
2023-10-17,164.0930633544922,177.35000610351562,178.85000610351562,173.35000610351562,174.4499969482422,10443728
2023-10-18,162.01126098632812,175.10000610351562,178.25,174.4250030517578,177.5,9162228
2023-10-19,163.6304473876953,176.85000610351562,177.27499389648438,174.5749969482422,174.75,5743188
2023-10-20,160.25326538085938,173.1999969482422,176.39999389648438,172.27499389648438,175.3000030517578,4400690
2023-10-23,158.5878143310547,171.39999389648438,173.64999389648438,170.8249969482422,172.77499389648438,7813800
2023-10-25,157.26934814453125,169.97500610351562,173.25,169.25,171.27499389648438,5429774
2023-10-26,154.97933959960938,167.5,169.47500610351562,165.72500610351562,168.8000030517578,7743878
2023-10-27,154.9562225341797,167.47500610351562,169.125,167.0,167.5,2996088
2023-10-30,160.4845733642578,173.4499969482422,174.4499969482422,168.5500030517578,169.0,21873188
2023-10-31,161.57174682617188,174.625,176.97500610351562,172.3249969482422,174.1750030517578,10673186
2023-11-01,165.11082458496094,178.4499969482422,179.375,175.27499389648438,175.27499389648438,13929780
2023-11-02,166.79940795898438,180.27499389648438,181.0,178.625,180.47500610351562,10130432
2023-11-03,167.23892211914062,180.75,181.85000610351562,180.10000610351562,180.5749969482422,5627900
2023-11-06,169.43638610839844,183.125,184.5749969482422,180.6750030517578,181.39999389648438,9072020
2023-11-07,172.466552734375,186.39999389648438,186.8249969482422,183.10000610351562,183.39999389648438,10702176
2023-11-08,177.74049377441406,192.10000610351562,193.9499969482422,187.02499389648438,187.72500610351562,24020912
2023-11-09,177.43978881835938,191.77499389648438,195.3249969482422,191.39999389648438,192.5500030517578,12843896
2023-11-10,177.6710968017578,192.02499389648438,193.0500030517578,190.25,190.89999389648438,4932486
2023-11-13,179.0821075439453,193.5500030517578,194.35000610351562,191.75,191.75,4838906
2023-11-15,181.60340881347656,196.27499389648438,196.6999969482422,193.5749969482422,194.0,11266250
2023-11-16,184.4254150390625,199.3249969482422,200.64999389648438,196.5,197.0,15416172
2023-11-17,180.5393829345703,195.125,203.5500030517578,194.625,200.0,16380696
2023-11-20,181.34896850585938,196.0,196.6999969482422,193.72500610351562,195.3249969482422,4506882
2023-11-21,179.49847412109375,194.0,196.60000610351562,193.3000030517578,196.0,4477214
2023-11-22,186.021484375,201.0500030517578,201.39999389648438,195.5500030517578,196.0,25730664
2023-11-23,190.27761840820312,205.64999389648438,206.75,200.3249969482422,201.77499389648438,16239092
2023-11-24,189.95379638671875,205.3000030517578,206.5,203.5,206.5,10975546
2023-11-28,196.38427734375,212.25,212.9499969482422,206.5500030517578,207.02499389648438,23186856
2023-11-29,198.30416870117188,214.3249969482422,217.22500610351562,209.35000610351562,213.0,25208812
